2021-07-03 21:13:57,039 INFO     Search BICs for /tmp/JacksonCore-22b/
2021-07-03 21:14:20,980 DEBUG                  - depth 4, hash a7ec583, HEAD~1184
2021-07-03 21:14:20,985 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:20,990 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java _hashToIndex 544:550
2021-07-03 21:14:21,037 DEBUG                  - depth 0, hash 3357e8f, HEAD~568
2021-07-03 21:14:21,043 DEBUG                  - depth 1, hash 19cb615, HEAD~569
2021-07-03 21:14:21,047 DEBUG                  - depth 2, hash 9318b80, HEAD~917
2021-07-03 21:14:21,051 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:21,056 DEBUG                  - depth 4, hash 3532520, HEAD~1181
2021-07-03 21:14:21,060 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java _thresholdSize 276:276
2021-07-03 21:14:21,103 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,109 DEBUG    [single line]   com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java access$300 45
2021-07-03 21:14:21,156 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:21,162 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java copyArrays 592:597
2021-07-03 21:14:21,210 DEBUG                  - depth 0, hash 9318b80, HEAD~917
2021-07-03 21:14:21,216 DEBUG                  - depth 1, hash 60cb7bd, HEAD~1027
2021-07-03 21:14:21,220 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:21,225 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java createRoot 289:297
2021-07-03 21:14:21,267 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,273 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java createRoot 299:301
2021-07-03 21:14:21,315 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,321 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java findSymbol 422:464
2021-07-03 21:14:21,368 DEBUG                  - depth 0, hash 0ecbeeb, HEAD~859
2021-07-03 21:14:21,374 DEBUG                  - depth 1, hash 159a9c8, HEAD~860
2021-07-03 21:14:21,378 DEBUG                  - depth 2, hash 608a055, HEAD~861
2021-07-03 21:14:21,383 DEBUG                  - depth 3, hash 3532520, HEAD~1181
2021-07-03 21:14:21,387 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:21,392 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java hashSeed 387:387
2021-07-03 21:14:21,439 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,445 DEBUG                  - depth 1, hash 9318b80, HEAD~917
2021-07-03 21:14:21,450 DEBUG                  - depth 2, hash a7ec583, HEAD~1184
2021-07-03 21:14:21,454 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:21,459 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java makeChild 314:316
2021-07-03 21:14:21,506 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,512 DEBUG                  - depth 1, hash 383bc8f, HEAD~775
2021-07-03 21:14:21,517 DEBUG                  - depth 2, hash 0541b3b, HEAD~777
2021-07-03 21:14:21,521 DEBUG                  - depth 3, hash 9318b80, HEAD~917
2021-07-03 21:14:21,525 DEBUG                  - depth 4, hash 66a5a60, HEAD~1164
2021-07-03 21:14:21,530 DEBUG                  - depth 5, hash 9c9622d, HEAD~1173
2021-07-03 21:14:21,534 DEBUG                  - depth 6, hash a7ec583, HEAD~1184
2021-07-03 21:14:21,539 DEBUG                  - depth 7, hash f15531c, HEAD~1280
2021-07-03 21:14:21,543 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java maybeDirty 386:386
2021-07-03 21:14:21,591 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,597 DEBUG                  - depth 1, hash 9318b80, HEAD~917
2021-07-03 21:14:21,601 DEBUG                  - depth 2, hash a7ec583, HEAD~1184
2021-07-03 21:14:21,606 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:21,610 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java mergeChild 344:363
2021-07-03 21:14:21,656 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,662 DEBUG                  - depth 1, hash 383bc8f, HEAD~775
2021-07-03 21:14:21,667 DEBUG                  - depth 2, hash 9318b80, HEAD~917
2021-07-03 21:14:21,671 DEBUG                  - depth 3, hash 9c9622d, HEAD~1173
2021-07-03 21:14:21,676 DEBUG                  - depth 4, hash a7ec583, HEAD~1184
2021-07-03 21:14:21,680 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:21,685 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java release 324:335
2021-07-03 21:14:21,732 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,738 DEBUG                  - depth 1, hash 383bc8f, HEAD~775
2021-07-03 21:14:21,742 DEBUG                  - depth 2, hash 9318b80, HEAD~917
2021-07-03 21:14:21,747 DEBUG                  - depth 3, hash a7ec583, HEAD~1184
2021-07-03 21:14:21,751 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:21,756 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java <init> 757:761
2021-07-03 21:14:21,803 DEBUG                  - depth 0, hash 608a055, HEAD~861
2021-07-03 21:14:21,809 DEBUG                  - depth 1, hash a7ec583, HEAD~1184
2021-07-03 21:14:21,814 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:21,819 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java <init> 791:798
2021-07-03 21:14:21,861 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,867 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java <init> 800:806
2021-07-03 21:14:21,909 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:21,916 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java createInitial 808:812
2021-07-03 21:14:21,959 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:22,288 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java <clinit> 45:45
2021-07-03 21:14:22,332 DEBUG                  - depth 0, hash 175a97b, HEAD~911
2021-07-03 21:14:22,338 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:22,342 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:22,347 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java <init> 61:63
2021-07-03 21:14:22,391 DEBUG                  - depth 0, hash ebf0091, HEAD~908
2021-07-03 21:14:22,397 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:22,402 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:22,406 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java <init> 71:74
2021-07-03 21:14:22,449 DEBUG                  - depth 0, hash ebf0091, HEAD~908
2021-07-03 21:14:22,455 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:22,460 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java allocCharBuffer 113:115
2021-07-03 21:14:22,503 DEBUG                  - depth 0, hash f633f10, HEAD~921
2021-07-03 21:14:22,509 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:22,513 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java allocCharBuffer 117:129
2021-07-03 21:14:22,557 DEBUG                  - depth 0, hash ebf0091, HEAD~908
2021-07-03 21:14:22,563 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:22,568 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:22,573 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java calloc 156:156
2021-07-03 21:14:22,617 DEBUG                  - depth 0, hash ebf0091, HEAD~908
2021-07-03 21:14:22,623 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:22,627 DEBUG                  - depth 2, hash 6c842ae, HEAD~1143
2021-07-03 21:14:22,632 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:22,636 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java charBufferLength 145:147
2021-07-03 21:14:22,680 DEBUG                  - depth 0, hash ebf0091, HEAD~908
2021-07-03 21:14:22,686 DEBUG    [line range] com/fasterxml/jackson/core/util/BufferRecycler.java releaseCharBuffer 131:133
2021-07-03 21:14:22,730 DEBUG                  - depth 0, hash ebf0091, HEAD~908
2021-07-03 21:14:22,736 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:22,741 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:23,080 DEBUG    [line range] com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java <clinit> 28:28
2021-07-03 21:14:23,125 DEBUG                  - depth 0, hash e6dfc69, HEAD~1147
2021-07-03 21:14:23,415 DEBUG    [line range] com/fasterxml/jackson/core/util/InternCache.java <clinit> 29:29
2021-07-03 21:14:23,457 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:23,463 DEBUG    [line range] com/fasterxml/jackson/core/util/InternCache.java <init> 36:36
2021-07-03 21:14:23,505 DEBUG                  - depth 0, hash fedd795, HEAD~905
2021-07-03 21:14:23,511 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:23,516 DEBUG                  - depth 2, hash 8475c8b, HEAD~975
2021-07-03 21:14:23,520 DEBUG    [line range] com/fasterxml/jackson/core/util/InternCache.java intern 40:63
2021-07-03 21:14:23,564 DEBUG                  - depth 0, hash fedd795, HEAD~905
2021-07-03 21:14:23,569 DEBUG                  - depth 1, hash 8475c8b, HEAD~975
2021-07-03 21:14:23,574 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:23,933 DEBUG    [line range] com/fasterxml/jackson/core/util/JsonParserDelegate.java <init> 25:27
2021-07-03 21:14:23,978 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:23,984 DEBUG    [line range] com/fasterxml/jackson/core/util/JsonParserDelegate.java close 102:102
2021-07-03 21:14:24,029 DEBUG                  - depth 0, hash f633f10, HEAD~921
2021-07-03 21:14:24,035 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:24,450 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java <clinit> 29:29
2021-07-03 21:14:24,496 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:24,502 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java <init> 121:123
2021-07-03 21:14:24,547 DEBUG                  - depth 0, hash 0c8d86e, HEAD~900
2021-07-03 21:14:24,553 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:24,557 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java contentsAsInt 458:469
2021-07-03 21:14:24,601 DEBUG                  - depth 0, hash 6f00af8, HEAD~28
2021-07-03 21:14:24,607 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java releaseBuffers 134:148
2021-07-03 21:14:24,653 DEBUG                  - depth 0, hash f633f10, HEAD~921
2021-07-03 21:14:24,659 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:24,664 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java resetWithShared 196:211
2021-07-03 21:14:24,710 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:24,716 DEBUG    [line range] com/fasterxml/jackson/core/JsonToken.java isScalarValue 199:199
2021-07-03 21:14:24,760 DEBUG                  - depth 0, hash 32e4e91, HEAD~889
2021-07-03 21:14:24,766 DEBUG                  - depth 1, hash 066463a, HEAD~957
2021-07-03 21:14:24,770 DEBUG                  - depth 2, hash 8b9b4cd, HEAD~958
2021-07-03 21:14:24,775 DEBUG                  - depth 3, hash a663c69, HEAD~960
2021-07-03 21:14:24,779 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:24,786 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java hasTextCharacters 409:414
2021-07-03 21:14:24,838 DEBUG                  - depth 0, hash 32e4e91, HEAD~889
2021-07-03 21:14:24,844 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:24,849 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getTextCharacters 820:820
2021-07-03 21:14:24,894 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:24,900 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getTextLength 821:821
2021-07-03 21:14:24,945 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:24,951 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getTextOffset 822:822
2021-07-03 21:14:24,996 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:25,002 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java hasTextCharacters 819:819
2021-07-03 21:14:25,047 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:25,053 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java createChildObjectContext 127:134
2021-07-03 21:14:25,097 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:25,103 DEBUG                  - depth 1, hash f9ad80f, HEAD~951
2021-07-03 21:14:25,107 DEBUG                  - depth 2, hash 7dc9de6, HEAD~993
2021-07-03 21:14:25,112 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:25,116 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java reset 77:85
2021-07-03 21:14:25,161 DEBUG                  - depth 0, hash 44f42e8, HEAD~692
2021-07-03 21:14:25,166 DEBUG                  - depth 1, hash 007dccb, HEAD~896
2021-07-03 21:14:25,171 DEBUG                  - depth 2, hash f9ad80f, HEAD~951
2021-07-03 21:14:25,175 DEBUG                  - depth 3, hash 7dc9de6, HEAD~993
2021-07-03 21:14:25,180 DEBUG                  - depth 4, hash 6c842ae, HEAD~1143
2021-07-03 21:14:25,184 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:25,189 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _finishString 1982:2017
2021-07-03 21:14:25,265 DEBUG                  - depth 0, hash 244ddd1, HEAD~265
2021-07-03 21:14:25,271 DEBUG                  - depth 1, hash 2574bd6, HEAD~834
2021-07-03 21:14:25,276 DEBUG                  - depth 2, hash 0a39869, HEAD~966
2021-07-03 21:14:25,280 DEBUG                  - depth 3, hash a3de8a0, HEAD~968
2021-07-03 21:14:25,285 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:25,290 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _matchFalse 2559:2573
2021-07-03 21:14:25,357 DEBUG                  - depth 0, hash 322fe4d, HEAD~833
2021-07-03 21:14:25,363 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java getTextCharacters 365:397
2021-07-03 21:14:25,440 DEBUG                  - depth 0, hash da7f2b7, HEAD~418
2021-07-03 21:14:25,446 DEBUG                  - depth 1, hash 2574bd6, HEAD~834
2021-07-03 21:14:25,450 DEBUG                  - depth 2, hash e15b9a8, HEAD~897
2021-07-03 21:14:25,455 DEBUG                  - depth 3, hash 066463a, HEAD~957
2021-07-03 21:14:25,459 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:25,464 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java getTextLength 399:420
2021-07-03 21:14:25,541 DEBUG                  - depth 0, hash da7f2b7, HEAD~418
2021-07-03 21:14:25,547 DEBUG                  - depth 1, hash 2574bd6, HEAD~834
2021-07-03 21:14:25,551 DEBUG                  - depth 2, hash e15b9a8, HEAD~897
2021-07-03 21:14:25,556 DEBUG                  - depth 3, hash 066463a, HEAD~957
2021-07-03 21:14:25,560 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:25,565 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java getTextOffset 422:443
2021-07-03 21:14:25,641 DEBUG                  - depth 0, hash 2574bd6, HEAD~834
2021-07-03 21:14:25,647 DEBUG                  - depth 1, hash e15b9a8, HEAD~897
2021-07-03 21:14:25,652 DEBUG                  - depth 2, hash 066463a, HEAD~957
2021-07-03 21:14:25,656 DEBUG                  - depth 3, hash ab1b250, HEAD~1072
2021-07-03 21:14:25,660 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:25,665 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _writeString 1103:1157
2021-07-03 21:14:25,720 DEBUG                  - depth 0, hash 15f909b, HEAD~826
2021-07-03 21:14:25,726 DEBUG                  - depth 1, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:25,731 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:25,736 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeString 425:439
2021-07-03 21:14:25,792 DEBUG                  - depth 0, hash 5497073, HEAD~117
2021-07-03 21:14:25,798 DEBUG                  - depth 1, hash 63fd0ab, HEAD~244
2021-07-03 21:14:25,802 DEBUG                  - depth 2, hash 5cddffa, HEAD~646
2021-07-03 21:14:25,807 DEBUG                  - depth 3, hash 3aa2414, HEAD~824
2021-07-03 21:14:25,811 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:25,816 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java getTextBuffer 351:365
2021-07-03 21:14:25,863 DEBUG                  - depth 0, hash 7f5065a, HEAD~590
2021-07-03 21:14:25,869 DEBUG                  - depth 1, hash 11f0b40, HEAD~595
2021-07-03 21:14:25,873 DEBUG                  - depth 2, hash 0c8d86e, HEAD~900
2021-07-03 21:14:25,877 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:25,882 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java getTextOffset 325:331
2021-07-03 21:14:25,928 DEBUG                  - depth 0, hash 0c8d86e, HEAD~900
2021-07-03 21:14:25,934 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:25,938 DEBUG    [line range] com/fasterxml/jackson/core/util/TextBuffer.java size 311:323
2021-07-03 21:14:25,983 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:25,989 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeBoolean 804:826
2021-07-03 21:14:26,045 DEBUG                  - depth 0, hash 5cddffa, HEAD~646
2021-07-03 21:14:26,051 DEBUG                  - depth 1, hash abb4089, HEAD~827
2021-07-03 21:14:26,055 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:26,061 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _skipString 2064:2104
2021-07-03 21:14:26,139 DEBUG                  - depth 0, hash d0172cd, HEAD~214
2021-07-03 21:14:26,145 DEBUG                  - depth 1, hash e962fb9, HEAD~215
2021-07-03 21:14:26,150 DEBUG                  - depth 2, hash 98f8444, HEAD~245
2021-07-03 21:14:26,154 DEBUG                  - depth 3, hash 244ddd1, HEAD~265
2021-07-03 21:14:26,158 DEBUG                  - depth 4, hash 2574bd6, HEAD~834
2021-07-03 21:14:26,163 DEBUG                  - depth 5, hash 007dccb, HEAD~896
2021-07-03 21:14:26,167 DEBUG                  - depth 6, hash a3de8a0, HEAD~968
2021-07-03 21:14:26,172 DEBUG                  - depth 7, hash f15531c, HEAD~1280
2021-07-03 21:14:26,177 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java has 763:774
2021-07-03 21:14:26,226 DEBUG                  - depth 0, hash 608a055, HEAD~861
2021-07-03 21:14:26,232 DEBUG                  - depth 1, hash a7ec583, HEAD~1184
2021-07-03 21:14:26,236 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:26,241 DEBUG    [line range] com/fasterxml/jackson/core/io/SerializedString.java getValue 88:89
2021-07-03 21:14:26,285 DEBUG                  - depth 0, hash 1252598, HEAD~1083
2021-07-03 21:14:26,291 DEBUG                  - depth 1, hash e9b4851, HEAD~1217
2021-07-03 21:14:26,296 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:26,301 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeRaw 489:507
2021-07-03 21:14:26,355 DEBUG                  - depth 0, hash 3aa2414, HEAD~824
2021-07-03 21:14:26,361 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:26,367 DEBUG    [line range] com/fasterxml/jackson/core/io/NumberOutput.java _leading3 420:431
2021-07-03 21:14:26,411 DEBUG                  - depth 0, hash c98ffa4, HEAD~197
2021-07-03 21:14:26,417 DEBUG                  - depth 1, hash 54406c6, HEAD~201
2021-07-03 21:14:26,421 DEBUG                  - depth 2, hash 9dcd38b, HEAD~206
2021-07-03 21:14:26,426 DEBUG                  - depth 3, hash fedd795, HEAD~905
2021-07-03 21:14:26,430 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:26,435 INFO     The number of BIC candidates: 201
